1754784000000000,116502.00000000,116510.00000000,116501.99000000,116509.99000000,0.89037000,1754784059999999,103734.29846430,71,0.42090000,49036.47739270,0
1754784060000000,116510.00000000,116543.97000000,116509.99000000,116543.97000000,0.68048000,1754784119999999,79295.08892450,133,0.54167000,63120.78210720,0
1754784120000000,116543.96000000,116564.00000000,116543.96000000,116562.01000000,0.76670000,1754784179999999,89364.29402670,96,0.57961000,67556.71928790,0
1754784180000000,116562.00000000,116567.99000000,116548.00000000,116554.43000000,0.97193000,1754784239999999,113288.13147910,65,0.21650000,25233.88007030,0
1754784240000000,116554.42000000,116565.99000000,116554.42000000,116565.99000000,0.29052000,1754784299999999,33862.33729590,38,0.17098000,19928.99594940,0
1754784300000000,116565.99000000,116566.00000000,116543.97000000,116543.97000000,0.56298000,1754784359999999,65620.76899670,76,0.13061000,15224.46295930,0
1754784360000000,116542.00000000,116564.00000000,116538.33000000,116564.00000000,0.69414000,1754784419999999,80905.26196970,57,0.34520000,40231.82579410,0
1754784420000000,116563.99000000,116563.99000000,116562.01000000,116562.02000000,0.32207000,1754784479999999,37541.22569750,49,0.11466000,13365.00121320,0
1754784480000000,116562.01000000,116564.00000000,116546.00000000,116563.99000000,0.86098000,1754784539999999,100349.77744250,81,0.25998000,30301.87942920,0
1754784540000000,116563.99000000,116574.00000000,116563.99000000,116573.99000000,0.55776000,1754784599999999,65015.99385980,99,0.46172000,53820.84099360,0
1754784600000000,116574.00000000,116600.00000000,116574.00000000,116600.00000000,0.49522000,1754784659999999,57738.85193670,70,0.25766000,30040.14177470,0
1754784660000000,116599.99000000,116604.00000000,116599.99000000,116603.99000000,0.70192000,1754784719999999,81844.34581660,53,0.42808000,49914.17903500,0
1754784720000000,116603.99000000,116620.34000000,116603.99000000,116612.00000000,0.35216000,1754784779999999,41066.38264360,52,0.15432000,17995.34888880,0
1754784780000000,116612.00000000,116629.20000000,116612.00000000,116624.01000000,0.85012000,1754784839999999,99136.37970730,55,0.60587000,70653.64670190,0
1754784840000000,116624.01000000,116624.01000000,116610.00000000,116611.65000000,0.29522000,1754784899999999,34425.84291490,49,0.01859000,2167.78907240,0
1754784900000000,116614.00000000,116616.00000000,116614.00000000,116614.02000000,0.30528000,1754784959999999,35600.14071770,36,0.05935000,6921.07394980,0
1754784960000000,116614.01000000,116638.00000000,116614.01000000,116638.00000000,1.26111000,1754785019999999,147065.59993650,127,0.52950000,61749.04402620,0
1754785020000000,116637.99000000,116654.00000000,116637.99000000,116638.29000000,0.84177000,1754785079999999,98190.07116300,76,0.14959000,17449.15154480,0
1754785080000000,116638.28000000,116643.12000000,116638.28000000,116639.09000000,0.39026000,1754785139999999,45520.25458230,50,0.13423000,15656.66412880,0
1754785140000000,116639.09000000,116649.27000000,116639.09000000,116649.26000000,0.57070000,1754785199999999,66566.97100510,39,0.29977000,34965.33805000,0
1754785200000000,116649.27000000,116666.00000000,116649.26000000,116657.76000000,0.81227000,1754785259999999,94760.06295350,82,0.32711000,38159.75667400,0
1754785260000000,116656.00000000,116656.00000000,116623.59000000,116623.59000000,1.04992000,1754785319999999,122455.06620010,147,0.04391000,5121.22995900,0
1754785320000000,116625.98000000,116642.00000000,116625.77000000,116642.00000000,0.83160000,1754785379999999,96987.61313030,66,0.27887000,32524.95139620,0
1754785380000000,116643.99000000,116650.00000000,116643.99000000,116649.99000000,0.50756000,1754785439999999,59205.92386920,44,0.14107000,16455.40423410,0
1754785440000000,116649.99000000,116649.99000000,116625.29000000,116625.29000000,0.77799000,1754785499999999,90741.84968940,80,0.00055000,64.14971380,0
1754785500000000,116625.29000000,116640.00000000,116625.29000000,116640.00000000,0.26859000,1754785559999999,31325.47884300,32,0.06584000,7679.10285850,0
1754785560000000,116640.00000000,116640.00000000,116639.99000000,116639.99000000,0.26926000,1754785619999999,31406.48400450,25,0.02971000,3465.37440000,0
1754785620000000,116640.00000000,116646.00000000,116640.00000000,116646.00000000,0.22497000,1754785679999999,26241.48387630,35,0.09099000,10613.25413610,0
1754785680000000,116646.00000000,116646.00000000,116645.99000000,116645.99000000,0.55802000,1754785739999999,65090.79576570,38,0.04259000,4967.95314000,0
1754785740000000,116645.99000000,116646.00000000,116631.79000000,116631.79000000,0.29807000,1754785799999999,34768.35717770,42,0.00935000,1090.62532940,0
1754785800000000,116628.00000000,116628.00000000,116602.10000000,116602.11000000,1.02849000,1754785859999999,119929.86837420,101,0.68999000,80454.91718430,0
1754785860000000,116602.11000000,116606.01000000,116598.17000000,116598.17000000,1.30581000,1754785919999999,152262.52301050,74,0.15873000,18508.26529390,0
1754785920000000,116598.17000000,116600.00000000,116598.16000000,116600.00000000,0.50781000,1754785979999999,59209.89065930,27,0.50699000,59114.28016810,0
1754785980000000,116599.99000000,116600.00000000,116581.16000000,116581.17000000,0.40693000,1754786039999999,47442.88186950,66,0.16189000,18873.88020670,0
1754786040000000,116581.17000000,116588.00000000,116581.17000000,116588.00000000,0.25199000,1754786099999999,29378.35002490,42,0.24726000,28826.89829220,0
1754786100000000,116588.00000000,116612.60000000,116588.00000000,116605.46000000,0.55448000,1754786159999999,64652.36050620,94,0.52695000,61442.01590350,0
